transect,date,elevation,band,wavelength,reflectance
NCOS 2 EW,5/29/2022,Mid 1,128,1013.295654,0.218616
NCOS 2 EW,5/29/2022,Mid 1,129,1018.305664,0.221768
NCOS 2 EW,5/29/2022,Mid 1,130,1023.315674,0.22472
NCOS 2 EW,5/29/2022,Mid 1,131,1028.325684,0.227048
NCOS 2 EW,5/29/2022,Mid 1,132,1033.335693,0.231354
NCOS 2 EW,5/29/2022,Mid 1,133,1038.335693,0.23236
NCOS 2 EW,5/29/2022,Mid 1,134,1043.345703,0.2346
NCOS 2 EW,5/29/2022,Mid 1,135,1048.355591,0.237162
NCOS 2 EW,5/29/2022,Mid 1,136,1053.365601,0.239144
NCOS 2 EW,5/29/2022,Mid 1,137,1058.37561,0.240518
NCOS 2 EW,5/29/2022,Mid 1,138,1063.38562,0.241464
NCOS 2 EW,5/29/2022,Mid 1,139,1068.39563,0.241837
NCOS 2 EW,5/29/2022,Mid 1,140,1073.40564,0.241022
NCOS 2 EW,5/29/2022,Mid 1,141,1078.40564,0.243109
NCOS 2 EW,5/29/2022,Mid 1,142,1083.415649,0.242403
NCOS 2 EW,5/29/2022,Mid 1,143,1088.425659,0.243374
NCOS 2 EW,5/29/2022,Mid 1,144,1093.435669,0.241827
NCOS 2 EW,5/29/2022,Mid 1,145,1098.445679,0.241753
NCOS 2 EW,5/29/2022,Mid 1,146,1103.455688,0.242285
NCOS 2 EW,5/29/2022,Mid 1,147,1108.465698,0.241609
NCOS 2 EW,5/29/2022,Mid 1,148,1113.465698,0.240201
NCOS 2 EW,5/29/2022,Mid 1,149,1118.475708,0.244409
NCOS 2 EW,5/29/2022,Mid 1,150,1123.485596,0.243041
NCOS 2 EW,5/29/2022,Mid 1,151,1128.495605,0.235985
NCOS 2 EW,5/29/2022,Mid 1,152,1133.505615,0.230903
NCOS 2 EW,5/29/2022,Mid 1,153,1138.515625,0.217862
NCOS 2 EW,5/29/2022,Mid 1,154,1143.525635,0.211152
NCOS 2 EW,5/29/2022,Mid 1,155,1148.535645,0.202255
NCOS 2 EW,5/29/2022,Mid 1,156,1153.535645,0.194246
NCOS 2 EW,5/29/2022,Mid 1,157,1158.545654,0.190221
NCOS 2 EW,5/29/2022,Mid 1,158,1163.555664,0.188198
NCOS 2 EW,5/29/2022,Mid 1,159,1168.565674,0.188418
NCOS 2 EW,5/29/2022,Mid 1,160,1173.575684,0.186442
NCOS 2 EW,5/29/2022,Mid 1,161,1178.585693,0.187922
NCOS 2 EW,5/29/2022,Mid 1,162,1183.595703,0.185609
NCOS 2 EW,5/29/2022,Mid 1,163,1188.595703,0.185753
NCOS 2 EW,5/29/2022,Mid 1,164,1193.605591,0.186824
NCOS 2 EW,5/29/2022,Mid 1,165,1198.615601,0.187371
NCOS 2 EW,5/29/2022,Mid 1,166,1203.62561,0.187646
NCOS 2 EW,5/29/2022,Mid 1,167,1208.63562,0.187838
NCOS 2 EW,5/29/2022,Mid 1,168,1213.64563,0.189211
NCOS 2 EW,5/29/2022,Mid 1,169,1218.65564,0.191139
NCOS 2 EW,5/29/2022,Mid 1,170,1223.665649,0.192891
NCOS 2 EW,5/29/2022,Mid 1,171,1228.665649,0.194658
NCOS 2 EW,5/29/2022,Mid 1,172,1233.675659,0.196371
NCOS 2 EW,5/29/2022,Mid 1,173,1238.685669,0.199358
NCOS 2 EW,5/29/2022,Mid 1,174,1243.695679,0.200443
NCOS 2 EW,5/29/2022,Mid 1,175,1248.705688,0.201141
NCOS 2 EW,5/29/2022,Mid 1,176,1253.715698,0.202956
NCOS 2 EW,5/29/2022,Mid 1,177,1258.725708,0.204193
NCOS 2 EW,5/29/2022,Mid 1,178,1263.725708,0.205369
NCOS 2 EW,5/29/2022,Mid 1,179,1268.735596,0.206441
NCOS 2 EW,5/29/2022,Mid 1,180,1273.745605,0.206125
NCOS 2 EW,5/29/2022,Mid 1,181,1278.755615,0.206782
NCOS 2 EW,5/29/2022,Mid 1,182,1283.765625,0.205224
NCOS 2 EW,5/29/2022,Mid 1,183,1288.775635,0.204813
NCOS 2 EW,5/29/2022,Mid 1,184,1293.785645,0.204315
NCOS 2 EW,5/29/2022,Mid 1,185,1298.795654,0.203856
NCOS 2 EW,5/29/2022,Mid 1,186,1303.795654,0.200647
NCOS 2 EW,5/29/2022,Mid 1,187,1308.805664,0.197206
NCOS 2 EW,5/29/2022,Mid 1,188,1313.815674,0.196296
NCOS 2 EW,5/29/2022,Mid 1,189,1318.825684,0.192834
NCOS 2 EW,5/29/2022,Mid 1,190,1323.835693,0.188458
NCOS 2 EW,5/29/2022,Mid 1,191,1328.845703,0.187778
NCOS 2 EW,5/29/2022,Mid 1,192,1333.855591,0.180318
NCOS 2 EW,5/29/2022,Mid 1,193,1338.855591,0.177915
NCOS 2 EW,5/29/2022,Mid 1,194,1343.865601,0.174912
NCOS 2 EW,5/29/2022,Mid 1,195,1348.87561,0.183134
NCOS 2 EW,5/29/2022,Mid 1,196,1353.88562,0.133017
NCOS 2 EW,5/29/2022,Mid 1,197,1358.89563,0.1148
NCOS 2 EW,5/29/2022,Mid 1,198,1363.90564,0.129973
NCOS 2 EW,5/29/2022,Mid 1,199,1368.915649,0.115914
NCOS 2 EW,5/29/2022,Mid 1,200,1373.925659,0.107755
NCOS 2 EW,5/29/2022,Mid 1,201,1378.925659,0.100522
NCOS 2 EW,5/29/2022,Mid 1,202,1383.935669,0.174594
NCOS 2 EW,5/29/2022,Mid 1,203,1388.945679,0.248862
NCOS 2 EW,5/29/2022,Mid 1,204,1393.955688,0.299989
NCOS 2 EW,5/29/2022,Mid 1,205,1398.965698,0.319289
NCOS 2 EW,5/29/2022,Mid 1,206,1403.975708,0.331954
NCOS 2 EW,5/29/2022,Mid 1,207,1408.985596,0.277644
NCOS 2 EW,5/29/2022,Mid 1,208,1413.985596,0.164405
NCOS 2 EW,5/29/2022,Mid 1,209,1418.995605,0.15614
NCOS 2 EW,5/29/2022,Mid 1,210,1424.005615,0.129357
NCOS 2 EW,5/29/2022,Mid 1,211,1429.015625,0.128643
NCOS 2 EW,5/29/2022,Mid 1,212,1434.025635,0.124121
NCOS 2 EW,5/29/2022,Mid 1,213,1439.035645,0.126485
NCOS 2 EW,5/29/2022,Mid 1,214,1444.045654,0.127284
NCOS 2 EW,5/29/2022,Mid 1,215,1449.055664,0.125026
NCOS 2 EW,5/29/2022,Mid 1,216,1454.055664,0.116457
NCOS 2 EW,5/29/2022,Mid 1,217,1459.065674,0.115584
NCOS 2 EW,5/29/2022,Mid 1,218,1464.075684,0.114243
NCOS 2 EW,5/29/2022,Mid 1,219,1469.085693,0.121636
NCOS 2 EW,5/29/2022,Mid 1,220,1474.095703,0.113686
NCOS 2 EW,5/29/2022,Mid 1,221,1479.105591,0.115252
NCOS 2 EW,5/29/2022,Mid 1,222,1484.115601,0.114917
NCOS 2 EW,5/29/2022,Mid 1,223,1489.115601,0.117975
NCOS 2 EW,5/29/2022,Mid 1,224,1494.12561,0.118822
NCOS 2 EW,5/29/2022,Mid 1,225,1499.13562,0.122647
NCOS 2 EW,5/29/2022,Mid 1,226,1504.14563,0.123122
NCOS 2 EW,5/29/2022,Mid 1,227,1509.15564,0.124684
NCOS 2 EW,5/29/2022,Mid 1,228,1514.165649,0.126977
NCOS 2 EW,5/29/2022,Mid 1,229,1519.175659,0.129313
NCOS 2 EW,5/29/2022,Mid 1,230,1524.185669,0.131474
NCOS 2 EW,5/29/2022,Mid 1,231,1529.185669,0.132894
NCOS 2 EW,5/29/2022,Mid 1,232,1534.195679,0.134831
NCOS 2 EW,5/29/2022,Mid 1,233,1539.205688,0.135556
NCOS 2 EW,5/29/2022,Mid 1,234,1544.215698,0.13553
NCOS 2 EW,5/29/2022,Mid 1,235,1549.225708,0.137647
NCOS 2 EW,5/29/2022,Mid 1,236,1554.235596,0.138759
NCOS 2 EW,5/29/2022,Mid 1,237,1559.245605,0.139147
NCOS 2 EW,5/29/2022,Mid 1,238,1564.245605,0.138566
NCOS 2 EW,5/29/2022,Mid 1,239,1569.255615,0.138591
NCOS 2 EW,5/29/2022,Mid 1,240,1574.265625,0.139218
NCOS 2 EW,5/29/2022,Mid 1,241,1579.275635,0.13969
NCOS 2 EW,5/29/2022,Mid 1,242,1584.285645,0.141159
NCOS 2 EW,5/29/2022,Mid 1,243,1589.295654,0.143396
NCOS 2 EW,5/29/2022,Mid 1,244,1594.305664,0.143695
NCOS 2 EW,5/29/2022,Mid 1,245,1599.315674,0.147138
NCOS 2 EW,5/29/2022,Mid 1,246,1604.315674,0.148322
NCOS 2 EW,5/29/2022,Mid 1,247,1609.325684,0.150783
NCOS 2 EW,5/29/2022,Mid 1,248,1614.335693,0.150957
NCOS 2 EW,5/29/2022,Mid 1,249,1619.345703,0.153245
NCOS 2 EW,5/29/2022,Mid 1,250,1624.355591,0.153575
NCOS 2 EW,5/29/2022,Mid 1,251,1629.365601,0.153926
NCOS 2 EW,5/29/2022,Mid 1,252,1634.37561,0.156104
NCOS 2 EW,5/29/2022,Mid 1,253,1639.37561,0.155368
NCOS 2 EW,5/29/2022,Mid 1,254,1644.38562,0.155946
NCOS 2 EW,5/29/2022,Mid 1,255,1649.39563,0.157127
NCOS 2 EW,5/29/2022,Mid 1,256,1654.40564,0.157114
NCOS 2 EW,5/29/2022,Mid 1,257,1659.415649,0.157898
NCOS 2 EW,5/29/2022,Mid 1,258,1664.425659,0.158433
NCOS 2 EW,5/29/2022,Mid 1,259,1669.435669,0.158089
NCOS 2 EW,5/29/2022,Mid 1,260,1674.445679,0.158942
NCOS 2 EW,5/29/2022,Mid 1,261,1679.445679,0.158933
NCOS 2 EW,5/29/2022,Mid 1,262,1684.455688,0.159378
NCOS 2 EW,5/29/2022,Mid 1,263,1689.465698,0.158099
NCOS 2 EW,5/29/2022,Mid 1,264,1694.475708,0.156381
NCOS 2 EW,5/29/2022,Mid 1,265,1699.485596,0.155569
NCOS 2 EW,5/29/2022,Mid 1,266,1704.495605,0.155276
NCOS 2 EW,5/29/2022,Mid 1,267,1709.505615,0.153485
NCOS 2 EW,5/29/2022,Mid 1,268,1714.505615,0.151876
NCOS 2 EW,5/29/2022,Mid 1,269,1719.515625,0.151508
NCOS 2 EW,5/29/2022,Mid 1,270,1724.525635,0.150126
NCOS 2 EW,5/29/2022,Mid 1,271,1729.535645,0.148813
NCOS 2 EW,5/29/2022,Mid 1,272,1734.545654,0.150004
NCOS 2 EW,5/29/2022,Mid 1,273,1739.555664,0.149579
NCOS 2 EW,5/29/2022,Mid 1,274,1744.565674,0.149313
NCOS 2 EW,5/29/2022,Mid 1,275,1749.575684,0.148629
NCOS 2 EW,5/29/2022,Mid 1,276,1754.575684,0.146961
NCOS 2 EW,5/29/2022,Mid 1,277,1759.585693,0.14547
NCOS 2 EW,5/29/2022,Mid 1,278,1764.595703,0.146045
NCOS 2 EW,5/29/2022,Mid 1,279,1769.605591,0.144641
NCOS 2 EW,5/29/2022,Mid 1,280,1774.615601,0.14537
NCOS 2 EW,5/29/2022,Mid 1,281,1779.62561,0.14229
NCOS 2 EW,5/29/2022,Mid 1,282,1784.63562,0.142486
NCOS 2 EW,5/29/2022,Mid 1,283,1789.63562,0.142261
NCOS 2 EW,5/29/2022,Mid 1,284,1794.64563,0.142445
NCOS 2 EW,5/29/2022,Mid 1,285,1799.65564,0.145149
NCOS 2 EW,5/29/2022,Mid 1,286,1804.665649,0.152164
NCOS 2 EW,5/29/2022,Mid 1,287,1809.675659,0.165109
NCOS 2 EW,5/29/2022,Mid 1,288,1814.685669,0.211827
NCOS 2 EW,5/29/2022,Mid 1,289,1819.695679,0.347531
NCOS 2 EW,5/29/2022,Mid 1,290,1824.705688,0.444515
NCOS 2 EW,5/29/2022,Mid 1,291,1829.705688,0.275036
NCOS 2 EW,5/29/2022,Mid 1,292,1834.715698,0.273679
NCOS 2 EW,5/29/2022,Mid 1,293,1839.725708,0.290061
NCOS 2 EW,5/29/2022,Mid 1,294,1844.735596,0.323077
NCOS 2 EW,5/29/2022,Mid 1,295,1849.745605,0.335514
NCOS 2 EW,5/29/2022,Mid 1,296,1854.755615,0.341469
NCOS 2 EW,5/29/2022,Mid 1,297,1859.765625,0.354015
NCOS 2 EW,5/29/2022,Mid 1,298,1864.775635,0.35903
NCOS 2 EW,5/29/2022,Mid 1,299,1869.775635,0.298843
NCOS 2 EW,5/29/2022,Mid 1,300,1874.785645,0.308944
NCOS 2 EW,5/29/2022,Mid 1,301,1879.795654,0.331689
NCOS 2 EW,5/29/2022,Mid 1,302,1884.805664,0.313273
NCOS 2 EW,5/29/2022,Mid 1,303,1889.815674,0.313118
NCOS 2 EW,5/29/2022,Mid 1,304,1894.825684,0.257314
NCOS 2 EW,5/29/2022,Mid 1,305,1899.835693,0.359478
NCOS 2 EW,5/29/2022,Mid 1,306,1904.835693,0.356287
NCOS 2 EW,5/29/2022,Mid 1,307,1909.845703,0.330482
NCOS 2 EW,5/29/2022,Mid 1,308,1914.855591,0.315138
NCOS 2 EW,5/29/2022,Mid 1,309,1919.865601,0.314196
NCOS 2 EW,5/29/2022,Mid 1,310,1924.87561,0.233596
NCOS 2 EW,5/29/2022,Mid 1,311,1929.88562,0.216469
NCOS 2 EW,5/29/2022,Mid 1,312,1934.89563,0.16698
NCOS 2 EW,5/29/2022,Mid 1,313,1939.90564,0.14827
NCOS 2 EW,5/29/2022,Mid 1,314,1944.90564,0.132218
NCOS 2 EW,5/29/2022,Mid 1,315,1949.915649,0.128333
NCOS 2 EW,5/29/2022,Mid 1,316,1954.925659,0.135101
NCOS 2 EW,5/29/2022,Mid 1,317,1959.935669,0.117173
NCOS 2 EW,5/29/2022,Mid 1,318,1964.945679,0.10764
NCOS 2 EW,5/29/2022,Mid 1,319,1969.955688,0.105253
NCOS 2 EW,5/29/2022,Mid 1,320,1974.965698,0.096365
NCOS 2 EW,5/29/2022,Mid 1,321,1979.965698,0.099534
NCOS 2 EW,5/29/2022,Mid 1,322,1984.975708,0.092296
NCOS 2 EW,5/29/2022,Mid 1,323,1989.985596,0.095269
NCOS 2 EW,5/29/2022,Mid 1,324,1994.995605,0.098073
NCOS 2 EW,5/29/2022,Mid 1,325,2000.005615,0.116421
NCOS 2 EW,5/29/2022,Mid 1,326,2005.015625,0.132729
NCOS 2 EW,5/29/2022,Mid 1,327,2010.025635,0.124923
NCOS 2 EW,5/29/2022,Mid 1,328,2015.035645,0.12665
NCOS 2 EW,5/29/2022,Mid 1,329,2020.035645,0.112027
NCOS 2 EW,5/29/2022,Mid 1,330,2025.045654,0.108429
NCOS 2 EW,5/29/2022,Mid 1,331,2030.055664,0.108979
NCOS 2 EW,5/29/2022,Mid 1,332,2035.065674,0.108806
NCOS 2 EW,5/29/2022,Mid 1,333,2040.075684,0.111169
NCOS 2 EW,5/29/2022,Mid 1,334,2045.085693,0.11058
NCOS 2 EW,5/29/2022,Mid 1,335,2050.095703,0.113524
NCOS 2 EW,5/29/2022,Mid 1,336,2055.095703,0.115038
NCOS 2 EW,5/29/2022,Mid 1,337,2060.105713,0.111045
NCOS 2 EW,5/29/2022,Mid 1,338,2065.115723,0.113703
NCOS 2 EW,5/29/2022,Mid 1,339,2070.125732,0.11038
NCOS 2 EW,5/29/2022,Mid 1,340,2075.135742,0.109142
NCOS 2 EW,5/29/2022,Mid 1,341,2080.145752,0.108508
NCOS 2 EW,5/29/2022,Mid 1,342,2085.155762,0.109318
NCOS 2 EW,5/29/2022,Mid 1,343,2090.165771,0.109073
NCOS 2 EW,5/29/2022,Mid 1,344,2095.165771,0.11062
NCOS 2 EW,5/29/2022,Mid 1,345,2100.175537,0.109501
NCOS 2 EW,5/29/2022,Mid 1,346,2105.185547,0.109969
NCOS 2 EW,5/29/2022,Mid 1,347,2110.195557,0.110037
NCOS 2 EW,5/29/2022,Mid 1,348,2115.205566,0.110415
NCOS 2 EW,5/29/2022,Mid 1,349,2120.215576,0.110777
NCOS 2 EW,5/29/2022,Mid 1,350,2125.225586,0.111028
NCOS 2 EW,5/29/2022,Mid 1,351,2130.225586,0.111566
NCOS 2 EW,5/29/2022,Mid 1,352,2135.235596,0.11299
NCOS 2 EW,5/29/2022,Mid 1,353,2140.245605,0.112582
NCOS 2 EW,5/29/2022,Mid 1,354,2145.255615,0.112674
NCOS 2 EW,5/29/2022,Mid 1,355,2150.265625,0.11397
NCOS 2 EW,5/29/2022,Mid 1,356,2155.275635,0.113682
NCOS 2 EW,5/29/2022,Mid 1,357,2160.285645,0.114708
NCOS 2 EW,5/29/2022,Mid 1,358,2165.295654,0.115171
NCOS 2 EW,5/29/2022,Mid 1,359,2170.295654,0.114245
NCOS 2 EW,5/29/2022,Mid 1,360,2175.305664,0.114565
NCOS 2 EW,5/29/2022,Mid 1,361,2180.315674,0.115452
NCOS 2 EW,5/29/2022,Mid 1,362,2185.325684,0.116413
NCOS 2 EW,5/29/2022,Mid 1,363,2190.335693,0.11689
NCOS 2 EW,5/29/2022,Mid 1,364,2195.345703,0.117753
NCOS 2 EW,5/29/2022,Mid 1,365,2200.355713,0.119232
NCOS 2 EW,5/29/2022,Mid 1,366,2205.355713,0.11961
NCOS 2 EW,5/29/2022,Mid 1,367,2210.365723,0.119447
NCOS 2 EW,5/29/2022,Mid 1,368,2215.375732,0.119336
NCOS 2 EW,5/29/2022,Mid 1,369,2220.385742,0.118349
NCOS 2 EW,5/29/2022,Mid 1,370,2225.395752,0.11752
NCOS 2 EW,5/29/2022,Mid 1,371,2230.405762,0.115911
NCOS 2 EW,5/29/2022,Mid 1,372,2235.415771,0.114106
NCOS 2 EW,5/29/2022,Mid 1,373,2240.425537,0.112519
NCOS 2 EW,5/29/2022,Mid 1,374,2245.425537,0.11023
NCOS 2 EW,5/29/2022,Mid 1,375,2250.435547,0.107984
NCOS 2 EW,5/29/2022,Mid 1,376,2255.445557,0.106436
NCOS 2 EW,5/29/2022,Mid 1,377,2260.455566,0.106158
NCOS 2 EW,5/29/2022,Mid 1,378,2265.465576,0.101994
NCOS 2 EW,5/29/2022,Mid 1,379,2270.475586,0.100498
NCOS 2 EW,5/29/2022,Mid 1,380,2275.485596,0.099871
NCOS 2 EW,5/29/2022,Mid 1,381,2280.485596,0.098827
NCOS 2 EW,5/29/2022,Mid 1,382,2285.495605,0.097838
NCOS 2 EW,5/29/2022,Mid 1,383,2290.505615,0.096551
NCOS 2 EW,5/29/2022,Mid 1,384,2295.515625,0.096072
NCOS 2 EW,5/29/2022,Mid 1,385,2300.525635,0.094661
NCOS 2 EW,5/29/2022,Mid 1,386,2305.535645,0.092345
NCOS 2 EW,5/29/2022,Mid 1,387,2310.545654,0.090331
NCOS 2 EW,5/29/2022,Mid 1,388,2315.555664,0.093372
NCOS 2 EW,5/29/2022,Mid 1,389,2320.555664,0.094796
NCOS 2 EW,5/29/2022,Mid 1,390,2325.565674,0.092525
NCOS 2 EW,5/29/2022,Mid 1,391,2330.575684,0.091488
NCOS 2 EW,5/29/2022,Mid 1,392,2335.585693,0.091703
NCOS 2 EW,5/29/2022,Mid 1,393,2340.595703,0.09261
NCOS 2 EW,5/29/2022,Mid 1,394,2345.605713,0.091691
NCOS 2 EW,5/29/2022,Mid 1,395,2350.615723,0.090019
NCOS 2 EW,5/29/2022,Mid 1,396,2355.615723,0.089153
NCOS 2 EW,5/29/2022,Mid 1,397,2360.625732,0.089271
NCOS 2 EW,5/29/2022,Mid 1,398,2365.635742,0.090597
NCOS 2 EW,5/29/2022,Mid 1,399,2370.645752,0.088999
NCOS 2 EW,5/29/2022,Mid 1,400,2375.655762,0.089899
NCOS 2 EW,5/29/2022,Mid 1,401,2380.665771,0.087593
NCOS 2 EW,5/29/2022,Mid 1,402,2385.675537,0.088973
NCOS 2 EW,5/29/2022,Mid 1,403,2390.685547,0.085622
NCOS 2 EW,5/29/2022,Mid 1,404,2395.685547,0.086057
NCOS 2 EW,5/29/2022,Mid 1,405,2400.695557,0.087366
NCOS 2 EW,5/29/2022,Mid 1,406,2405.705566,0.086961
NCOS 2 EW,5/29/2022,Mid 1,407,2410.715576,0.08657
NCOS 2 EW,5/29/2022,Mid 1,408,2415.725586,0.085773
NCOS 2 EW,5/29/2022,Mid 1,409,2420.735596,0.08344
NCOS 2 EW,5/29/2022,Mid 1,410,2425.745605,0.080769
NCOS 2 EW,5/29/2022,Mid 1,411,2430.745605,0.082371
NCOS 2 EW,5/29/2022,Mid 1,412,2435.755615,0.08325
NCOS 2 EW,5/29/2022,Mid 1,413,2440.765625,0.078858
NCOS 2 EW,5/29/2022,Mid 1,414,2445.775635,0.085243
NCOS 2 EW,5/29/2022,Mid 1,415,2450.785645,0.085465
NCOS 2 EW,5/29/2022,Mid 1,416,2455.795654,0.075244
NCOS 2 EW,5/29/2022,Mid 1,417,2460.805664,0.076801
NCOS 2 EW,5/29/2022,Mid 1,418,2465.815674,0.075388
NCOS 2 EW,5/29/2022,Mid 1,419,2470.815674,0.080132
NCOS 2 EW,5/29/2022,Mid 1,420,2475.825684,0.084104
NCOS 2 EW,5/29/2022,Mid 1,421,2480.835693,0.087465
NCOS 2 EW,5/29/2022,Mid 1,422,2485.845703,0.152869
NCOS 2 EW,5/29/2022,Mid 1,423,2490.855713,0.188299
NCOS 2 EW,5/29/2022,Mid 1,424,2495.865723,0.180955
NCOS 2 EW,5/29/2022,Mid 1,425,2500.875732,0.105816
NCOS 2 EW,5/29/2022,Mid 2,1,377.195648,0.042699
NCOS 2 EW,5/29/2022,Mid 2,2,382.205658,0.032565
NCOS 2 EW,5/29/2022,Mid 2,3,387.215637,0.031944
NCOS 2 EW,5/29/2022,Mid 2,4,392.225647,0.034513
NCOS 2 EW,5/29/2022,Mid 2,5,397.225647,0.033061
NCOS 2 EW,5/29/2022,Mid 2,6,402.235657,0.040652
NCOS 2 EW,5/29/2022,Mid 2,7,407.245636,0.035682
NCOS 2 EW,5/29/2022,Mid 2,8,412.255646,0.035419
NCOS 2 EW,5/29/2022,Mid 2,9,417.265656,0.035101
NCOS 2 EW,5/29/2022,Mid 2,10,422.275635,0.036694
NCOS 2 EW,5/29/2022,Mid 2,11,427.285645,0.040087
NCOS 2 EW,5/29/2022,Mid 2,12,432.295654,0.040936
NCOS 2 EW,5/29/2022,Mid 2,13,437.295654,0.041534
NCOS 2 EW,5/29/2022,Mid 2,14,442.305664,0.042003
NCOS 2 EW,5/29/2022,Mid 2,15,447.315643,0.043924
NCOS 2 EW,5/29/2022,Mid 2,16,452.325653,0.046468
NCOS 2 EW,5/29/2022,Mid 2,17,457.335663,0.04733
NCOS 2 EW,5/29/2022,Mid 2,18,462.345642,0.04863
NCOS 2 EW,5/29/2022,Mid 2,19,467.355652,0.050784
NCOS 2 EW,5/29/2022,Mid 2,20,472.355652,0.052306
NCOS 2 EW,5/29/2022,Mid 2,21,477.365662,0.05378
NCOS 2 EW,5/29/2022,Mid 2,22,482.375641,0.054591
NCOS 2 EW,5/29/2022,Mid 2,23,487.385651,0.055927
NCOS 2 EW,5/29/2022,Mid 2,24,492.39566,0.056602
NCOS 2 EW,5/29/2022,Mid 2,25,497.40564,0.057898
NCOS 2 EW,5/29/2022,Mid 2,26,502.415649,0.059089
NCOS 2 EW,5/29/2022,Mid 2,27,507.425659,0.060408
NCOS 2 EW,5/29/2022,Mid 2,28,512.425659,0.062069
NCOS 2 EW,5/29/2022,Mid 2,29,517.435669,0.065898
NCOS 2 EW,5/29/2022,Mid 2,30,522.445679,0.067218
NCOS 2 EW,5/29/2022,Mid 2,31,527.455627,0.070029
NCOS 2 EW,5/29/2022,Mid 2,32,532.465637,0.072487
NCOS 2 EW,5/29/2022,Mid 2,33,537.475647,0.074511
NCOS 2 EW,5/29/2022,Mid 2,34,542.485657,0.076706
NCOS 2 EW,5/29/2022,Mid 2,35,547.485657,0.077275
NCOS 2 EW,5/29/2022,Mid 2,36,552.495667,0.078709
NCOS 2 EW,5/29/2022,Mid 2,37,557.505676,0.080552
NCOS 2 EW,5/29/2022,Mid 2,38,562.515625,0.081306
NCOS 2 EW,5/29/2022,Mid 2,39,567.525635,0.080933
NCOS 2 EW,5/29/2022,Mid 2,40,572.535645,0.081773
NCOS 2 EW,5/29/2022,Mid 2,41,577.545654,0.081437
NCOS 2 EW,5/29/2022,Mid 2,42,582.555664,0.08157
NCOS 2 EW,5/29/2022,Mid 2,43,587.555664,0.082547
NCOS 2 EW,5/29/2022,Mid 2,44,592.565674,0.082963
NCOS 2 EW,5/29/2022,Mid 2,45,597.575623,0.083578
NCOS 2 EW,5/29/2022,Mid 2,46,602.585632,0.084226
NCOS 2 EW,5/29/2022,Mid 2,47,607.595642,0.085073
NCOS 2 EW,5/29/2022,Mid 2,48,612.605652,0.08528
NCOS 2 EW,5/29/2022,Mid 2,49,617.615662,0.085456
NCOS 2 EW,5/29/2022,Mid 2,50,622.615662,0.08579
NCOS 2 EW,5/29/2022,Mid 2,51,627.625671,0.086417
NCOS 2 EW,5/29/2022,Mid 2,52,632.63562,0.08735
NCOS 2 EW,5/29/2022,Mid 2,53,637.64563,0.087805
NCOS 2 EW,5/29/2022,Mid 2,54,642.65564,0.088363
NCOS 2 EW,5/29/2022,Mid 2,55,647.665649,0.088044
NCOS 2 EW,5/29/2022,Mid 2,56,652.675659,0.088255
NCOS 2 EW,5/29/2022,Mid 2,57,657.685669,0.088054
NCOS 2 EW,5/29/2022,Mid 2,58,662.685669,0.086623
NCOS 2 EW,5/29/2022,Mid 2,59,667.695679,0.086514
NCOS 2 EW,5/29/2022,Mid 2,60,672.705627,0.086162
NCOS 2 EW,5/29/2022,Mid 2,61,677.715637,0.082459
NCOS 2 EW,5/29/2022,Mid 2,62,682.725647,0.08406
NCOS 2 EW,5/29/2022,Mid 2,63,687.735657,0.088955
NCOS 2 EW,5/29/2022,Mid 2,64,692.745667,0.094531
NCOS 2 EW,5/29/2022,Mid 2,65,697.745667,0.102245
NCOS 2 EW,5/29/2022,Mid 2,66,702.755676,0.112629
NCOS 2 EW,5/29/2022,Mid 2,67,707.765625,0.12173
NCOS 2 EW,5/29/2022,Mid 2,68,712.775635,0.132128
NCOS 2 EW,5/29/2022,Mid 2,69,717.785645,0.141518
NCOS 2 EW,5/29/2022,Mid 2,70,722.795654,0.152085
NCOS 2 EW,5/29/2022,Mid 2,71,727.805664,0.16106
NCOS 2 EW,5/29/2022,Mid 2,72,732.815674,0.165854
NCOS 2 EW,5/29/2022,Mid 2,73,737.815674,0.172873
NCOS 2 EW,5/29/2022,Mid 2,74,742.825623,0.177344
NCOS 2 EW,5/29/2022,Mid 2,75,747.835632,0.180584
NCOS 2 EW,5/29/2022,Mid 2,76,752.845642,0.183916
NCOS 2 EW,5/29/2022,Mid 2,77,757.855652,0.185133
NCOS 2 EW,5/29/2022,Mid 2,78,762.865662,0.19068
NCOS 2 EW,5/29/2022,Mid 2,79,767.875671,0.190682
NCOS 2 EW,5/29/2022,Mid 2,80,772.875671,0.192017
NCOS 2 EW,5/29/2022,Mid 2,81,777.88562,0.193241
NCOS 2 EW,5/29/2022,Mid 2,82,782.89563,0.197292
NCOS 2 EW,5/29/2022,Mid 2,83,787.90564,0.199522
NCOS 2 EW,5/29/2022,Mid 2,84,792.915649,0.201296
NCOS 2 EW,5/29/2022,Mid 2,85,797.925659,0.20198
NCOS 2 EW,5/29/2022,Mid 2,86,802.935669,0.203997
NCOS 2 EW,5/29/2022,Mid 2,87,807.945679,0.206474
NCOS 2 EW,5/29/2022,Mid 2,88,812.945679,0.207349
NCOS 2 EW,5/29/2022,Mid 2,89,817.955627,0.20787
NCOS 2 EW,5/29/2022,Mid 2,90,822.965637,0.209626
NCOS 2 EW,5/29/2022,Mid 2,91,827.975647,0.21136
NCOS 2 EW,5/29/2022,Mid 2,92,832.985657,0.2138
